Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
68.00077819824236,99392.02720628587,220718.04542810612,416.1687444062365,107.28902144108177,4.0,18.112092844406632,35.999999994412065,0.4499999998952262,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
24.000875864876637,41544.43543276457,194877.69456873593,698.7753197473417,19.22379017510074,2.0,17.230424619545328,23.999999991618097,0.5499999999185093,Master's,Part-time,Divorced,No,No,Business,No,1
30.375781631417524,41516.59945540587,232909.76723612982,833.9814647748092,19.456219143107585,4.0,14.346856363522088,23.999999991618097,0.7499999999650754,Bachelor's,Part-time,Divorced,No,No,Business,No,1
61.0,26756.209529183157,240915.8315262375,503.28982781625587,35.87677313081845,4.0,14.78184816127919,23.999999991618097,0.7300000000349246,High School,Part-time,Married,Yes,No,Other,No,0
30.37578161954316,33097.93495869286,233866.67166599695,765.3564698717921,19.4559141461402,4.0,20.09436287383651,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
60.49726486520312,110470.13597692832,63571.91672716567,404.79951512925317,5.876008152700031,4.0,21.254979805104668,23.999999991618097,0.38002441438846857,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
61.625680921977775,24641.648745492254,192339.34086117413,677.1893026477633,77.77184140118115,2.0,7.669667683490475,35.999999994412065,0.7499999999650754,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
30.57500038146391,32042.444273937832,233866.64246448939,765.3564606684624,19.4559141461402,4.0,20.094357392593373,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
61.0,25701.748591437645,237088.38992836152,503.2898257710715,50.751773134281805,4.0,14.776235282664707,23.999999991618097,0.7300000000349246,High School,Part-time,Married,Yes,No,Other,No,0
68.77587585448657,112183.50345410395,85063.2498200385,711.0396416054665,18.506500978140743,4.0,19.17659405760621,23.999999991618097,0.3499999998719432,Bachelor's,Part-time,Married,No,No,Business,Yes,1
30.002334594727106,32045.533514966384,202291.60726618292,833.9185109319907,19.45772994203906,4.0,20.092959996760584,23.999999991618097,0.6499999999417924,Bachelor's,Part-time,Divorced,No,No,Business,No,1
58.41327858935419,29452.626773956144,69625.72877205577,677.1893026477633,77.77184162283592,2.0,7.680893183786165,35.999999994412065,0.7499999999650754,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
30.37578161954316,33130.8868629974,233866.67166599695,765.3605193368533,19.4559141461402,4.0,20.092936380310668,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
55.997663837857004,41430.64018618749,234105.9071841058,709.3675714650581,77.77202576253843,2.0,7.334390960597525,60.0,0.6499999999417924,Bachelor's,Part-time,Married,No,No,Other,Yes,0
30.37578161954316,33130.8868629974,233866.67166599695,765.3564616910546,19.4559141461402,4.0,20.092932269378316,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
61.0,30965.81530408906,237088.36072685392,503.28879704333116,21.002666839399065,4.0,14.77623468315374,23.999999991618097,0.730024509837391,High School,Part-time,Married,No,No,Other,No,0
55.997663837857004,32467.46880104753,230307.84230285042,433.8551243510691,78.00444680638715,2.0,12.363275021611079,60.0,0.6499999999417924,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
68.00077819824236,24662.243685682595,192339.34086117413,677.1976797229605,77.77184156742223,2.0,7.675368176350689,35.999999994412065,0.7499999999650754,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
68.00077819824236,99984.90404701534,221200.22072118713,416.1687444062365,32.901310852472974,4.0,18.123318430346743,35.999999994412065,0.4499999998952262,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
