Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
31.0,77212.04245791538,11134.829460357974,374.6600058674021,43.66894346095364,3.0,12.174801181048341,60.0,0.13999999986030162,PhD,Full-time,Divorced,No,Yes,Other,Yes,0
56.6,74750.96508048964,43571.43882788984,504.01898922049884,50.597056412742724,4.0,13.050585596512674,47.99999999720603,0.519999999650754,PhD,Full-time,Single,No,Yes,Home,Yes,0
35.8,142542.82479338063,39581.81753222407,383.44892981239803,94.43489025426909,1.0,23.624898732908747,60.0,0.2699999997788109,High School,Full-time,Single,No,No,Home,Yes,0
65.8,36950.87414909966,46741.903311382484,366.86982649282317,25.52432171709936,3.0,9.258883457723744,47.99999999720603,0.639999999976717,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
19.0,40473.980796822114,235015.33965846882,569.5409397635472,48.50733056862544,4.0,18.846379889023112,35.999999994412065,0.8399999992782251,High School,Full-time,Divorced,No,No,Auto,Yes,1
18.0,42455.21539442456,197246.57698488017,432.02457849775084,15.936461321529109,3.0,18.829103107012138,12.0,0.7199999998835848,High School,Self-employed,Divorced,No,No,Other,Yes,1
36.4,50294.93496053292,37712.92104741394,422.0001104825642,40.276923096104746,2.0,23.808213396193047,47.99999999720603,0.2599999998137355,High School,Full-time,Divorced,No,Yes,Home,Yes,1
60.6,24201.45317390921,77756.36737788943,672.1027167930972,58.93706416313934,1.0,17.32823183639865,23.999999991618097,0.5400000001396984,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
57.4,108558.83502215633,80029.83654863895,577.4758071127524,87.18336697439275,3.0,16.195499375326442,35.999999994412065,0.7100000001047738,High School,Self-employed,Divorced,No,Yes,Education,No,0
48.0,30735.21124223299,206350.73077345052,835.2480576837547,117.71350101398153,3.0,14.846380533535589,23.999999991618097,0.43000000033760444,PhD,Full-time,Married,Yes,Yes,Home,No,0
23.6,114026.16058953972,88799.62024277999,835.9025675575022,55.29450649425725,3.0,14.822459355409364,12.0,0.2699999995925464,PhD,Part-time,Married,No,Yes,Home,Yes,0
50.599999999999994,26178.6167700362,198334.7136742004,417.10670737528864,118.03759265342671,4.0,18.114987727639964,12.0,0.7300000000349246,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
24.4,31452.878631729836,139104.01441522504,344.76287524047376,53.365755240052415,2.0,17.980104515072917,60.0,0.30000000004656613,Bachelor's,Unemployed,Divorced,No,Yes,Auto,No,1
35.0,16688.4145300678,17491.886899064266,720.7237932415967,47.7876299062715,2.0,16.633375334705548,47.99999999720603,0.7100000001047738,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
32.2,21874.61510997839,243845.28900954066,433.0568964313848,68.122871172643,1.0,21.29985363462471,47.99999999720603,0.8299999998719432,Bachelor's,Full-time,Single,Yes,No,Education,No,1
50.800000000000004,54241.243463045976,22986.01457981067,608.6834429301516,70.50981307041593,2.0,24.571906823125182,12.0,0.3899999999185093,PhD,Part-time,Divorced,No,Yes,Auto,No,1
31.799999999999997,70789.43176466982,52572.818366822976,470.8158146012146,88.97823170828127,3.0,8.721454971244432,23.999999991618097,0.6199999996740371,PhD,Full-time,Married,No,Yes,Other,Yes,0
18.4,27782.373133495537,213090.96298011276,825.5442306069992,58.97293305885348,3.0,23.869172543908746,12.0,0.31999999979045246,PhD,Full-time,Divorced,Yes,No,Auto,No,1
24.2,19370.284744233657,173435.5220427633,365.8999698960455,95.57525978483615,4.0,19.813394891376,23.999999991618097,0.8199999997206032,PhD,Full-time,Divorced,Yes,Yes,Home,No,1
43.4,15457.371369652537,237965.3346989316,490.74619142123174,50.83176221857587,1.0,8.025430279608218,60.0,0.22999999973224478,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0
21.2,46810.08013968893,206099.82263709878,574.2022889657417,110.62457708120918,4.0,14.874301167089563,12.0,0.4499999998952262,PhD,Unemployed,Divorced,No,No,Auto,No,0
67.4,47264.78770257504,182207.20024174248,347.24844622617786,49.654211374384865,3.0,23.732951292447503,47.99999999720603,0.5199999998370186,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes,0
55.0,109541.70843049411,8838.937467150143,396.3126456149185,46.61524275937473,3.0,7.597047571052576,12.0,0.639999999976717,High School,Self-employed,Divorced,No,Yes,Home,Yes,0
62.4,110931.39507261463,49157.77323458291,340.6413057981155,117.86216974651026,1.0,3.6229274393345525,35.999999994412065,0.8299999998719432,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,0
