Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
23.2,82602.90230198133,247426.2680583881,697.262417870402,92.37164949564534,4.0,19.818481977460557,60.0,0.4999999999068677,High School,Part-time,Single,Yes,No,Home,No,1
20.4,84050.93431915597,215909.4318068841,814.943079908598,34.66569506276066,1.0,14.116300872949955,47.99999999720603,0.370000000174623,PhD,Part-time,Single,Yes,Yes,Home,No,1
26.6,135326.73916058027,163308.6189874794,545.5306994122292,92.95061885517802,2.0,20.086476960092895,60.0,0.2999999998603016,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,1
22.2,94398.2581161734,246537.81880638047,818.685536974735,34.27937013313159,4.0,14.473512149852123,60.0,0.36000000002328314,PhD,Unemployed,Single,No,No,Business,No,1
19.0,145215.39947299528,65648.26357349945,545.2542883980215,7.275976151292206,4.0,20.165758121133727,23.999999991618097,0.39000000010477376,Bachelor's,Part-time,Single,No,No,Auto,Yes,1
52.0,70460.89932158051,16069.693746350169,435.9838832674976,85.03113096557351,4.0,10.363628798405088,60.0,0.6699999996856787,Bachelor's,Part-time,Married,No,No,Other,Yes,0
66.6,50558.24052922736,38983.2881477995,606.472079655964,85.2690075429317,2.0,13.434796390483342,35.999999994412065,0.8799999998835847,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,0
50.0,69196.47668307496,39006.196502355444,402.7143282267997,107.10791741151081,3.0,7.580535475986669,35.999999994412065,0.2899999998952262,High School,Self-employed,Married,No,No,Auto,Yes,0
27.4,40392.140987022576,73333.13198369302,818.8203908081214,105.91806927135168,4.0,17.437418312052596,60.0,0.4999999999068677,High School,Part-time,Single,No,No,Auto,Yes,1
31.4,143773.69121743174,176704.88450389935,564.5215919016678,88.99944650824168,1.0,22.05084487475009,35.999999994412065,0.27999999974388634,Bachelor's,Full-time,Married,Yes,No,Other,No,0
55.199999999999996,41397.70839412922,14124.132011384734,402.21170345931586,77.59726920528273,4.0,7.669534677700032,35.999999994412065,0.8099999999417923,Bachelor's,Part-time,Married,No,No,Auto,Yes,1
67.0,114737.42788516577,28656.986533398038,696.8585184986839,99.78714760131834,4.0,14.834223072029237,47.99999999720603,0.46000000004656616,High School,Part-time,Single,Yes,Yes,Home,No,0
18.8,100855.24022978084,85176.18066199501,733.0993621368192,78.78330316552504,3.0,20.544718408753333,23.999999991618097,0.6899999999883585,PhD,Self-employed,Married,No,No,Home,Yes,0
51.4,146128.26714866987,149673.16551946875,828.2067085071949,100.31043728192114,2.0,14.563400966961265,60.0,0.17333333326348416,Bachelor's,Unemployed,Single,No,No,Other,Yes,0
65.8,137945.90168489932,8534.219051193031,676.2300227219774,85.50142919633105,2.0,22.041047923446413,60.0,0.4999999999068677,Bachelor's,Part-time,Married,No,No,Other,Yes,1
68.0,45158.34246166105,16069.66779579168,402.7478362719407,77.59726964859227,4.0,7.669490827754953,35.999999994412065,0.8099999999417923,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
66.6,70460.89982438667,60091.8277463065,709.9457219515335,84.67149698330822,3.0,10.543244339845433,60.0,0.6599999999068678,Bachelor's,Part-time,Married,Yes,No,Education,No,0
19.2,45733.92399618005,215068.80241896695,368.1568717568081,19.66429052354402,4.0,16.302668014823617,23.999999991618097,0.7300000000349246,Bachelor's,Part-time,Married,No,No,Auto,No,1
68.0,104204.92218322329,31387.031427171787,701.3842856540307,84.97484838566156,4.0,16.30474060988397,35.999999994412065,0.9,Bachelor's,Part-time,Married,Yes,No,Education,No,0
33.8,102302.31512401027,239885.50709188113,834.2422866267716,40.882979998803464,3.0,14.11551947998943,60.0,0.39000000010477376,PhD,Full-time,Single,Yes,Yes,Home,Yes,1
34.2,76330.47515687195,61581.13782654077,512.0143076181446,21.103230889444994,2.0,15.845310775254694,35.999999994412065,0.37999999976716936,Bachelor's,Part-time,Married,No,No,Auto,No,0
55.199999999999996,103611.78476320296,92653.72247486694,701.3842845036145,84.74605810240517,4.0,14.87927897624189,60.0,0.9,High School,Part-time,Married,Yes,No,Education,No,0
51.4,139560.99626434804,176704.88438983096,562.3855056009222,63.19335386371085,1.0,21.500878863574677,60.0,0.2999999998603016,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
19.0,77417.88812462354,61581.34029793119,563.482926738328,81.06895772602151,4.0,21.95077976041958,23.999999991618097,0.4999999999068677,Bachelor's,Part-time,Married,No,No,Auto,No,1
29.603112792969476,83091.50173385709,87151.57766850469,679.9722001091512,85.40683757872479,3.0,23.55664594546348,60.0,0.4999999999068677,High School,Part-time,Single,Yes,Yes,Home,Yes,1
